,OA.TEMP,OA.HUM,CHW.SEC.TONS,STM.FLOW
11/6/2014 7:00:00 PM,56.6424217224121,54.4124984741211,9673,251.552000522614
11/6/2014 8:00:00 PM,57.6290893554688,48.7250022888184,10659,240.655996799469
11/6/2014 9:00:00 PM,56.1882705688477,55.5849456787109,10092,241.16800403595
11/6/2014 10:00:00 PM,53.9632682800293,56.766170501709,10060,256.223998069763
11/6/2014 11:00:00 PM,52.6000747680664,61.4269676208496,10033,257.696001052856
11/7/2014 12:00:00 AM,51.5152778625488,63.3836517333984,9974,272.623995780945
11/7/2014 1:00:00 AM,48,61.6898651123047,9655,276.271992683411
11/7/2014 2:00:00 AM,47.2999992370605,62.0419082641602,9915,280.89600276947
11/7/2014 3:00:00 AM,50.803394317627,62.6785888671875,9712,269.888001441956
11/7/2014 4:00:00 AM,50.2760162353516,63.5495109558105,10506,270.512003898621
11/7/2014 5:00:00 AM,48.9729919433594,65.1847763061523,10092,260.415999412537
11/7/2014 6:00:00 AM,47.7918891906738,68.8601684570313,10210,267.45599603653
11/7/2014 7:00:00 AM,47.9326972961426,73.7584991455078,10567,255.712002754211
11/7/2014 8:00:00 AM,48.3605155944824,68.572639465332,10554,258.144000530243
11/7/2014 9:00:00 AM,50.220516204834,61.3186683654785,10327,294.367993354797
11/7/2014 10:00:00 AM,51.7464981079102,53.625,10389,275.407999038696
11/7/2014 11:00:00 AM,51.6057090759277,45.2847785949707,9858,271.488001823425
11/7/2014 12:00:00 PM,51.3878746032715,42.590705871582,10267,271.552004814148
11/7/2014 1:00:00 PM,50.937873840332,40.2000007629395,9829,297.632005691528
11/7/2014 2:00:00 PM,50.3529624938965,39.197265625,9800,301.616002082825
11/7/2014 3:00:00 PM,49.6713485717773,39.6365852355957,9829,310.479994773865
11/7/2014 4:00:00 PM,49.1319007873535,35.2488899230957,9540,303.152002334595
11/7/2014 5:00:00 PM,48.1931228637695,39.8247566223145,9598,307.936001777649
11/7/2014 6:00:00 PM,46.4731216430664,40.2808494567871,10669,335.776002883911
11/7/2014 7:00:00 PM,44.9268836975098,39.6921691894531,12442,340.416003227234
11/7/2014 8:00:00 PM,43.6761627197266,43.1925010681152,12724,346.688000679016
11/7/2014 9:00:00 PM,42.5476417541504,43.7479019165039,12885,354.703995704651
11/7/2014 10:00:00 PM,41.5676383972168,47.086109161377,12655,374.864002227783
11/7/2014 11:00:00 PM,40.276180267334,51.2196006774902,12361,372.384006500244
11/8/2014 12:00:00 AM,38.6061782836914,53.7545013427734,11978,383.599994659424
11/8/2014 1:00:00 AM,37.2860069274902,56.185474395752,12522,384.879997253418
11/8/2014 2:00:00 AM,36.3910064697266,58.4864158630371,12617,381.63200378418
11/8/2014 3:00:00 AM,35.7999992370605,58.292667388916,13783,361.088005065918
11/8/2014 4:00:00 AM,39.7000007629395,57.9040222167969,13771,350.57600402832
11/8/2014 5:00:00 AM,35.2049102783203,59.874683380127,13482,299.503993988037
11/8/2014 6:00:00 AM,33.9552688598633,62.4454231262207,9917,293.712005615234
11/8/2014 7:00:00 AM,34.5635681152344,61.9712715148926,10353,289.439994812012
11/8/2014 8:00:00 AM,35.7459831237793,57.1355133056641,10711,296.159998893738
11/8/2014 9:00:00 AM,38.9641647338867,50.227668762207,10469,294.624001502991
11/8/2014 10:00:00 AM,41.9648246765137,46.6324996948242,10773,287.887993812561
11/8/2014 11:00:00 AM,44.0398254394531,42.606819152832,10475,282.543999671936
11/8/2014 12:00:00 PM,46.015697479248,42.1425018310547,10711,288.800002098084
11/8/2014 1:00:00 PM,48.0230712890625,44.4099998474121,10270,295.983997344971
11/8/2014 2:00:00 PM,48.9615783691406,38.4913787841797,10414,299.664003372192
11/8/2014 3:00:00 PM,50.4518432617188,36.692138671875,10500,299.120003700256
11/8/2014 4:00:00 PM,50.5880889892578,37.200798034668,10407,297.791996955872
11/8/2014 5:00:00 PM,49.4230880737305,40.1190719604492,10536,291.264002799988
11/8/2014 6:00:00 PM,48.4014320373535,43.4709625244141,10063,289.34400844574
11/8/2014 7:00:00 PM,47.4743499755859,45.3532562255859,10122,294.512002944946
11/8/2014 8:00:00 PM,46.806324005127,47.337703704834,10004,286.592003822327
11/8/2014 9:00:00 PM,46.2588157653809,50.9014892578125,10327,293.775999069214
11/8/2014 10:00:00 PM,47.2999992370605,54.6821670532227,9858,289.600005149841
11/8/2014 11:00:00 PM,46.2000007629395,54.8589172363281,9858,299.311996459961
11/9/2014 12:00:00 AM,46.4932403564453,54.8587837219238,9858,314.016001224518
11/9/2014 1:00:00 AM,46.7982406616211,54.1663551330566,9915,318.751999855042
11/9/2014 2:00:00 AM,46.5872116088867,54.9766960144043,10291,320.863993644714
11/9/2014 3:00:00 AM,46.2174186706543,55.7480010986328,10004,313.023999214172
11/9/2014 4:00:00 AM,45.518009185791,59.6477584838867,10181,281.872000694275
11/9/2014 5:00:00 AM,44.7580108642578,61.5574417114258,10717,266.351998329163
11/9/2014 6:00:00 AM,44.3570175170898,60.194652557373,11550,257.824000358582
11/9/2014 7:00:00 AM,44.0220184326172,62.1478881835938,11450,251.487998008728
11/9/2014 8:00:00 AM,45.4461517333984,60.6411056518555,10892,254.815996646881
11/9/2014 9:00:00 AM,47.8425331115723,55.84375,11086,247.167997837067
11/9/2014 10:00:00 AM,50.8588981628418,49.8537445068359,11751,253.328002929688
11/9/2014 11:00:00 AM,53.0240058898926,45.4942932128906,11330,254.815997123718
11/9/2014 12:00:00 PM,54.7849311828613,41.6475219726563,11377,259.071997642517
11/9/2014 1:00:00 PM,56.0247459411621,39.5309448242188,11074,265.360003471375
11/9/2014 2:00:00 PM,57.0541648864746,37.6014289855957,11064,276.655996322632
11/9/2014 3:00:00 PM,57.6432571411133,36.5043296813965,9306,285.552000999451
11/9/2014 4:00:00 PM,57.8866386413574,36.6120986938477,10967,294.016003608704
11/9/2014 5:00:00 PM,56.3234977722168,39.6543884277344,10624,284.256003379822
11/9/2014 6:00:00 PM,53.6267204284668,42.2813911437988,10210,290.592001914978
11/9/2014 7:00:00 PM,51.2466888427734,51.5780601501465,9858,292.751999855042
11/9/2014 8:00:00 PM,49.1876068115234,58.579704284668,9800,301.599997520447
11/9/2014 9:00:00 PM,47.3639488220215,62.7799415588379,10206,310.927996635437
11/9/2014 10:00:00 PM,46.0489501953125,65.6367492675781,10199,316.512000083923
11/9/2014 11:00:00 PM,44.7497673034668,71.2797393798828,9887,317.68000125885
11/10/2014 12:00:00 AM,43.4847679138184,74.7445983886719,9944,332.255997657776
11/10/2014 1:00:00 AM,42.3583297729492,77.1549987792969,9770,333.376002311707
11/10/2014 2:00:00 AM,41.5312805175781,79.5369186401367,10291,339.120004653931
11/10/2014 3:00:00 AM,40.7528038024902,79.6304397583008,10509,341.695995330811
11/10/2014 4:00:00 AM,40.0490684509277,81.230094909668,10999,300.079992294312
11/10/2014 5:00:00 AM,39.8483543395996,81.6235809326172,11984,287.007994651794
11/10/2014 6:00:00 AM,40.2023658752441,82.554931640625,11606,269.135996341705
11/10/2014 7:00:00 AM,41.1366119384766,82.337516784668,12197,254.17600107193
11/10/2014 8:00:00 AM,43.8469161987305,81.3611373901367,12424,257.39199924469
11/10/2014 9:00:00 AM,49.1493148803711,65.9221954345703,13243,248.095996379852
11/10/2014 10:00:00 AM,51.9693183898926,58.7238693237305,14029,235.503993988037
11/10/2014 11:00:00 AM,54.8120956420898,51.801513671875,13497,239.631999015808
11/10/2014 12:00:00 PM,57.7970962524414,47.3924522399902,13262,243.887994766235
11/10/2014 1:00:00 PM,60.7202682495117,43.6211090087891,13317,241.203997850418
11/10/2014 2:00:00 PM,63.2574348449707,43.7309989929199,12391,255.891999483109
11/10/2014 3:00:00 PM,65.8764495849609,42.0036392211914,12265,260.883994340897
11/10/2014 4:00:00 PM,66.5850982666016,40.3193168640137,11652,260.799998283386
11/10/2014 5:00:00 PM,61.8651237487793,40.2732162475586,11652,264.095995426178
11/10/2014 6:00:00 PM,58.9379425048828,46.5816650390625,10327,270.191996097565
11/10/2014 7:00:00 PM,56.8079414367676,45.4567947387695,10711,274.431998252869
11/10/2014 8:00:00 PM,55.1539878845215,53.7371788024902,10999,288.511996269226
11/10/2014 9:00:00 PM,53.6689872741699,55.0741195678711,10985,288.240002632141
11/10/2014 10:00:00 PM,52.4718284606934,60.0565376281738,11018,300.448000431061
11/10/2014 11:00:00 PM,51.3768272399902,64.7108840942383,10850,307.364001512527
11/11/2014 12:00:00 AM,49.9570846557617,70.0223541259766,10376,313.35999917984
11/11/2014 1:00:00 AM,48.4220848083496,74.1797027587891,10261,318.227998971939
11/11/2014 2:00:00 AM,47.0356407165527,75.5032348632813,10438,320.784003257751
11/11/2014 3:00:00 AM,45.7019195556641,78.497688293457,10438,312.947992563248
11/11/2014 4:00:00 AM,44.4080848693848,79.7300491333008,11467,276.352001190186
11/11/2014 5:00:00 AM,43.1230850219727,82.0923309326172,11884,240.095994949341
11/11/2014 6:00:00 AM,42.7917671203613,84.7215576171875,13135,214.639998435974
11/11/2014 7:00:00 AM,42.6717681884766,85.2136840820313,12849,214.591995239258
11/11/2014 8:00:00 AM,43.8849334716797,85.8505020141602,14049,203.839998722076
11/11/2014 9:00:00 AM,47.9402809143066,84.671760559082,15555,209.092004060745
11/11/2014 10:00:00 AM,53.355281829834,75.914306640625,19545,207.663997650146
11/11/2014 11:00:00 AM,57.5822410583496,65.1370468139648,18550,212.159993171692
11/11/2014 12:00:00 PM,61.1749420166016,61.164478302002,19435,191.328001976013
11/11/2014 1:00:00 PM,64.5821151733398,58.5351829528809,20244,198.847995758057
11/11/2014 2:00:00 PM,67.9221115112305,55.6171417236328,19304,195.024000167847
11/11/2014 3:00:00 PM,71.7813720703125,55.759090423584,17485,200.768004417419
11/11/2014 4:00:00 PM,64.5999984741211,57.7550010681152,17393,194.736000061035
11/11/2014 5:00:00 PM,67.6745147705078,69.6013259887695,17357,197.344000339508
11/11/2014 6:00:00 PM,66.7637634277344,74.2886199951172,17003,198.207997322083
11/11/2014 7:00:00 PM,65.9237670898438,75.0246658325195,17794,198.015998363495
11/11/2014 8:00:00 PM,64.9460601806641,79.4621429443359,17939,201.072001934052
11/11/2014 9:00:00 PM,63.9660606384277,80.966667175293,18427,193.343998908997
11/11/2014 10:00:00 PM,62.9221267700195,85.3571395874023,17832,202.400000095367
11/11/2014 11:00:00 PM,61.8771286010742,89.3627777099609,17210,194.704001426697
11/12/2014 12:00:00 AM,62.0648574829102,92.2381744384766,16348,212.671998977661
11/12/2014 1:00:00 AM,62.2313079833984,93.0370788574219,15734,218.99199962616
11/12/2014 2:00:00 AM,61.776309967041,93.5370788574219,13804,225.119997024536
11/12/2014 3:00:00 AM,61.3064918518066,86.6999969482422,14791,246.099997758865
11/12/2014 4:00:00 AM,60.6164932250977,81.6999969482422,15210,236.084000825882
11/12/2014 5:00:00 AM,59.9400482177734,58.4000015258789,14287,236.931999206543
11/12/2014 6:00:00 AM,59.4650497436523,53.4000015258789,12987,232.627999305725
11/12/2014 7:00:00 AM,59.0263061523438,93.1006698608398,13293,215.935995578766
11/12/2014 8:00:00 AM,59.1263046264648,92.300666809082,12599,240.09599852562
11/12/2014 9:00:00 AM,59.314582824707,89.4077301025391,12567,253.452003002167
11/12/2014 10:00:00 AM,60.814582824707,62.705738067627,12339,237.376001358032
11/12/2014 11:00:00 AM,61.2720794677734,55.1276245117188,12305,243.647994995117
11/12/2014 12:00:00 PM,60.1420783996582,48.4537773132324,12305,257.399995326996
11/12/2014 1:00:00 PM,59.3866691589355,39.4805870056152,11992,255.984001159668
11/12/2014 2:00:00 PM,59.2016677856445,37.5161552429199,11873,270.959993362427
11/12/2014 3:00:00 PM,58.9067039489746,34.5700645446777,10509,293.984004497528
11/12/2014 4:00:00 PM,58.4442863464355,32.3239402770996,11951,277.18400478363
11/12/2014 5:00:00 PM,56.3900413513184,37.3427886962891,11303,288.411995887756
11/12/2014 6:00:00 PM,53.4586143493652,39.3424530029297,10479,296.07999420166
11/12/2014 7:00:00 PM,51.0845031738281,41.3397750854492,10176,302.056000232697
11/12/2014 8:00:00 PM,48.7759666442871,43.5713577270508,10206,310.792004108429
11/12/2014 9:00:00 PM,46.976375579834,46.3943328857422,13091,337.968003749847
11/12/2014 10:00:00 PM,45.221378326416,49.4123992919922,14140,343.208000659943
11/12/2014 11:00:00 PM,43.7383689880371,51.8694610595703,14400,345.848000049591
11/13/2014 12:00:00 AM,42.2795677185059,53.8250198364258,14052,355.719994068146
11/13/2014 1:00:00 AM,41.5045700073242,54.5712623596191,14784,358.688004970551
11/13/2014 2:00:00 AM,40.729663848877,55.1803359985352,14845,372.631996631622
11/13/2014 3:00:00 AM,40.1246643066406,57.111686706543,14382,261.79199552536
11/13/2014 4:00:00 AM,39.5197296142578,57.6996955871582,15889,347.087998867035
11/13/2014 5:00:00 AM,39.029727935791,57.5008277893066,10988,338.472000598907
11/13/2014 6:00:00 AM,38.5406074523926,56.9313774108887,11894,335.92800951004
11/13/2014 7:00:00 AM,39.6356086730957,54.3343124389648,10955,322.343994617462
11/13/2014 8:00:00 AM,40.7306632995605,50.8079986572266,11554,326.223991394043
11/13/2014 9:00:00 AM,41.9240608215332,49.3028564453125,11490,334.840004444122
11/13/2014 10:00:00 AM,43.032096862793,46.6315231323242,11247,318.463998317719
11/13/2014 11:00:00 AM,43.1802139282227,45.6964492797852,11290,320.40000295639
11/13/2014 12:00:00 PM,44.3882293701172,44.210994720459,10978,318.712006092072
11/13/2014 1:00:00 PM,44.6694641113281,46.0150947570801,11198,353.136003017426
11/13/2014 2:00:00 PM,43.893424987793,47.1765213012695,12711,362.559998989105
11/13/2014 3:00:00 PM,43.2402725219727,48.2250671386719,13310,362.519997119904
11/13/2014 4:00:00 PM,42.6502723693848,49.0252265930176,13376,363.520007133484
11/13/2014 5:00:00 PM,41.1915512084961,51.3470764160156,13594,360.912003993988
11/13/2014 6:00:00 PM,39.3314666748047,68.2927627563477,13320,356.463996887207
11/13/2014 7:00:00 PM,37.6114692687988,80.4774475097656,13867,357.056001186371
11/13/2014 8:00:00 PM,36.3873100280762,86.4797515869141,13435,367.567994594574
11/13/2014 9:00:00 PM,36.7050170898438,87.8845138549805,13287,370.143998622894
11/13/2014 10:00:00 PM,36.9571838378906,87.5380020141602,13284,371.631999015808
11/13/2014 11:00:00 PM,37.0721855163574,87.2970657348633,12804,381.647996425629
11/14/2014 12:00:00 AM,36.9317512512207,84.6196060180664,12982,390.096002101898
11/14/2014 1:00:00 AM,36.2567481994629,69.7664337158203,13133,396.176003932953
11/14/2014 2:00:00 AM,35.7789840698242,68.0089874267578,12735,408.11200094223
11/14/2014 3:00:00 AM,32.0999984741211,57.609504699707,12925,418.336003780365
11/14/2014 4:00:00 AM,35.2607536315918,54.3828735351563,13529,403.952001094818
11/14/2014 5:00:00 AM,33.9950523376465,56.3658142089844,14497,400.160001277924
11/14/2014 6:00:00 AM,32.916877746582,58.8149948120117,13920,402.24000453949
11/14/2014 7:00:00 AM,32.2291793823242,59.1898384094238,14008,402.84799861908
11/14/2014 8:00:00 AM,32.4011726379395,56.7908782958984,14292,393.632002830505
11/14/2014 9:00:00 AM,33.8361740112305,51.3889808654785,14650,396.303996086121
11/14/2014 10:00:00 AM,35.1881484985352,49.2266693115234,14743,383.392004966736
11/14/2014 11:00:00 AM,36.4181518554688,45.5079536437988,13809,380.976003170013
11/14/2014 12:00:00 PM,37.575252532959,42.5224075317383,14096,389.776000022888
11/14/2014 1:00:00 PM,38.3782005310059,38.4882926940918,14118,391.367996692657
11/14/2014 2:00:00 PM,38.8182029724121,35.5903968811035,13855,395.679995536804
11/14/2014 3:00:00 PM,39.1230888366699,32.3245162963867,14067,400.703996181488
11/14/2014 4:00:00 PM,39.2294807434082,31.4873161315918,13855,406.047997951508
11/14/2014 5:00:00 PM,37.9333915710449,33.6847648620605,13314,403.648004055023
11/14/2014 6:00:00 PM,36.4833908081055,36.7751121520996,12844,409.871996879578
11/14/2014 7:00:00 PM,35.5199890136719,40.2791290283203,12522,412.843995094299
11/14/2014 8:00:00 PM,34.6099891662598,42.9275131225586,12982,414.859993934631
11/14/2014 9:00:00 PM,33.8802108764648,45.546802520752,13257,415.404000282288
