x, sin(x)
0.268,0.632401681359
0.269,0.632883766294
0.27,0.633365718344
0.271,0.633847537029
0.272,0.634329221867
0.273,0.634810772375
0.274,0.635292188073
0.275,0.635773468478
0.276,0.63625461311
0.277,0.636735621487
0.278,0.637216493129
0.279,0.637697227554
0.28,0.638177824282
0.281,0.638658282832
0.282,0.639138602724
0.283,0.639618783477
0.284,0.640098824612
0.285,0.640578725648
0.286,0.641058486105
0.287,0.641538105503
0.288,0.642017583364
0.289,0.642496919206
0.29,0.642976112552
0.291,0.643455162922
0.292,0.643934069837
0.293,0.644412832818
0.294,0.644891451385
0.295,0.645369925062
0.296,0.645848253368
0.297,0.646326435827
0.298,0.646804471958
0.299,0.647282361286
0.3,0.647760103331
0.301,0.648237697616
0.302,0.648715143663
0.303,0.649192440995
0.304,0.649669589135
0.305,0.650146587605
0.306,0.650623435928
0.307,0.651100133628
0.308,0.651576680228
0.309,0.652053075251
0.31,0.652529318222
0.311,0.653005408663
0.312,0.653481346098
0.313,0.653957130052
0.314,0.654432760049
0.315,0.654908235614
0.316,0.65538355627
0.317,0.655858721542
0.318,0.656333730956
0.319,0.656808584036
0.32,0.657283280308
0.321,0.657757819296
0.322,0.658232200527
0.323,0.658706423525
0.324,0.659180487817
0.325,0.659654392929
0.326,0.660128138386
0.327,0.660601723714
0.328,0.661075148442
0.329,0.661548412094
0.33,0.662021514197
0.331,0.66249445428
0.332,0.662967231867
0.333,0.663439846488
0.334,0.663912297669
0.335,0.664384584937
0.336,0.664856707821
0.337,0.665328665848
0.338,0.665800458546
0.339,0.666272085444
0.34,0.66674354607
0.341,0.667214839953
0.342,0.66768596662
0.343,0.668156925602
0.344,0.668627716427
0.345,0.669098338624
0.346,0.669568791723
0.347,0.670039075253
0.348,0.670509188743
0.349,0.670979131725
0.35,0.671448903728
0.351,0.671918504281
0.352,0.672387932917
0.353,0.672857189164
0.354,0.673326272554
0.355,0.673795182618
0.356,0.674263918887
0.357,0.674732480891
0.358,0.675200868164
0.359,0.675669080235
0.36,0.676137116638
0.361,0.676604976903
0.362,0.677072660563
0.363,0.677540167151
0.364,0.678007496198
0.365,0.678474647238
0.366,0.678941619804
0.367,0.679408413428
0.368,0.679875027643
0.369,0.680341461984
0.37,0.680807715982
0.371,0.681273789174
0.372,0.681739681091
0.373,0.682205391269
0.374,0.682670919241
0.375,0.683136264543
0.376,0.683601426708
0.377,0.684066405272
0.378,0.68453119977
0.379,0.684995809736
0.38,0.685460234706
0.381,0.685924474217
0.382,0.686388527803
0.383,0.686852395
0.384,0.687316075345
0.385,0.687779568374
0.386,0.688242873623
0.387,0.68870599063
0.388,0.68916891893
0.389,0.689631658062
0.39,0.690094207562
0.391,0.690556566967
0.392,0.691018735817
0.393,0.691480713647
0.394,0.691942499997
0.395,0.692404094404
0.396,0.692865496407
0.397,0.693326705545
0.398,0.693787721356
0.399,0.69424854338
0.4,0.694709171154
0.401,0.69516960422
0.402,0.695629842116
0.403,0.696089884382
0.404,0.696549730559
0.405,0.697009380185
0.406,0.697468832803
0.407,0.697928087951
0.408,0.698387145172
0.409,0.698846004005
0.41,0.699304663992
0.411,0.699763124675
0.412,0.700221385594
0.413,0.700679446293
0.414,0.701137306311
0.415,0.701594965193
0.416,0.702052422479
0.417,0.702509677713
0.418,0.702966730438
0.419,0.703423580196
0.42,0.70388022653
0.421,0.704336668984
0.422,0.704792907101
0.423,0.705248940425
0.424,0.705704768501
0.425,0.706160390872
0.426,0.706615807082
0.427,0.707071016677
0.428,0.7075260192
0.429,0.707980814198
0.43,0.708435401215
0.431,0.708889779796
0.432,0.709343949488
0.433,0.709797909835
0.434,0.710251660385
0.435,0.710705200683
0.436,0.711158530276
0.437,0.711611648711
0.438,0.712064555534
0.439,0.712517250292
0.44,0.712969732533
0.441,0.713422001804
0.442,0.713874057654
0.443,0.714325899629
0.444,0.714777527279
0.445,0.71522894015
0.446,0.715680137793
0.447,0.716131119756
0.448,0.716581885588
0.449,0.717032434838
0.45,0.717482767056
0.451,0.71793288179
0.452,0.718382778592
0.453,0.718832457011
0.454,0.719281916598
0.455,0.719731156903
0.456,0.720180177477
0.457,0.72062897787
0.458,0.721077557635
0.459,0.721525916322
0.46,0.721974053483
0.461,0.72242196867
0.462,0.722869661435
0.463,0.72331713133
0.464,0.723764377909
0.465,0.724211400723
0.466,0.724658199325
0.467,0.72510477327
0.468,0.72555112211
0.469,0.725997245398
0.47,0.72644314269
0.471,0.726888813538
0.472,0.727334257497
0.473,0.727779474122
0.474,0.728224462968
0.475,0.728669223589
0.476,0.729113755542
0.477,0.72955805838
0.478,0.73000213166
0.479,0.730445974938
0.48,0.730889587771
0.481,0.731332969713
0.482,0.731776120323
0.483,0.732219039157
0.484,0.732661725771
0.485,0.733104179724
0.486,0.733546400573
0.487,0.733988387875
0.488,0.734430141189
0.489,0.734871660073
0.49,0.735312944086
0.491,0.735753992785
0.492,0.73619480573
0.493,0.736635382481
0.494,0.737075722596
0.495,0.737515825635
0.496,0.737955691159
0.497,0.738395318727
0.498,0.7388347079
0.499,0.739273858238
0.5,0.739712769302
0.501,0.740151440654
0.502,0.740589871854
0.503,0.741028062464
0.504,0.741466012046
0.505,0.741903720162
0.506,0.742341186374
0.507,0.742778410246
0.508,0.743215391339
0.509,0.743652129216
0.51,0.744088623441
0.511,0.744524873578
0.512,0.74496087919
0.513,0.745396639841
0.514,0.745832155096
0.515,0.746267424518
0.516,0.746702447673
0.517,0.747137224125
0.518,0.747571753441
0.519,0.748006035184
0.52,0.748440068922
0.521,0.748873854219
0.522,0.749307390643
0.523,0.749740677759
0.524,0.750173715135
0.525,0.750606502337
0.526,0.751039038932
0.527,0.751471324489
0.528,0.751903358574
0.529,0.752335140756
0.53,0.752766670602
0.531,0.753197947682
0.532,0.753628971565
0.533,0.754059741818
0.534,0.754490258011
0.535,0.754920519714
0.536,0.755350526497
0.537,0.755780277929
0.538,0.756209773581
0.539,0.756639013023
0.54,0.757067995827
0.541,0.757496721562
0.542,0.7579251898
0.543,0.758353400114
0.544,0.758781352074
0.545,0.759209045252
0.546,0.759636479222
0.547,0.760063653555
0.548,0.760490567825
0.549,0.760917221604
0.55,0.761343614465
0.551,0.761769745984
0.552,0.762195615732
0.553,0.762621223285
0.554,0.763046568217
0.555,0.763471650102
0.556,0.763896468515
0.557,0.764321023032
0.558,0.764745313228
0.559,0.765169338679
0.56,0.76559309896
0.561,0.766016593649
0.562,0.766439822321
0.563,0.766862784553
0.564,0.767285479922
0.565,0.767707908006
0.566,0.768130068381
0.567,0.768551960627
0.568,0.768973584321
0.569,0.769394939042
0.57,0.769816024367
0.571,0.770236839876
0.572,0.770657385149
0.573,0.771077659764
0.574,0.771497663302
0.575,0.771917395342
0.576,0.772336855464
0.577,0.77275604325
0.578,0.77317495828
0.579,0.773593600135
0.58,0.774011968396
0.581,0.774430062645
0.582,0.774847882464
0.583,0.775265427436
0.584,0.775682697142
0.585,0.776099691165
0.586,0.776516409089
0.587,0.776932850496
0.588,0.77734901497
0.589,0.777764902096
0.59,0.778180511456
0.591,0.778595842636
0.592,0.779010895221
0.593,0.779425668794
0.594,0.779840162942
0.595,0.780254377249
0.596,0.780668311303
0.597,0.781081964688
0.598,0.781495336991
0.599,0.781908427798
0.6,0.782321236698
0.601,0.782733763276
0.602,0.78314600712
0.603,0.783557967818
0.604,0.783969644959
0.605,0.784381038129
0.606,0.784792146919
0.607,0.785202970917
0.608,0.785613509712
0.609,0.786023762893
0.61,0.78643373005
0.611,0.786843410774
0.612,0.787252804654
0.613,0.787661911282
0.614,0.788070730248
0.615,0.788479261143
0.616,0.788887503558
0.617,0.789295457087
0.618,0.78970312132
0.619,0.790110495849
0.62,0.790517580269
0.621,0.79092437417
0.622,0.791330877148
0.623,0.791737088794
0.624,0.792143008704
0.625,0.79254863647
0.626,0.792953971688
0.627,0.793359013952
0.628,0.793763762857
0.629,0.794168217998
0.63,0.794572378971
0.631,0.794976245372
0.632,0.795379816796
0.633,0.795783092841
0.634,0.796186073102
0.635,0.796588757178
0.636,0.796991144665
0.637,0.79739323516
0.638,0.797795028263
0.639,0.79819652357
0.64,0.798597720681
0.641,0.798998619194
0.642,0.799399218709
0.643,0.799799518825
0.644,0.800199519141
0.645,0.800599219257
0.646,0.800998618774
0.647,0.801397717293
0.648,0.801796514414
0.649,0.802195009738
0.65,0.802593202868
0.651,0.802991093404
0.652,0.80338868095
0.653,0.803785965106
0.654,0.804182945477
0.655,0.804579621665
0.656,0.804975993273
0.657,0.805372059905
0.658,0.805767821165
0.659,0.806163276658
0.66,0.806558425987
0.661,0.806953268757
0.662,0.807347804575
0.663,0.807742033045
0.664,0.808135953772
0.665,0.808529566364
0.666,0.808922870426
0.667,0.809315865566
0.668,0.809708551389
0.669,0.810100927504
0.67,0.810492993518
0.671,0.810884749039
0.672,0.811276193676
0.673,0.811667327036
0.674,0.812058148729
0.675,0.812448658364
0.676,0.81283885555
0.677,0.813228739897
0.678,0.813618311016
0.679,0.814007568516
0.68,0.814396512009
0.681,0.814785141106
0.682,0.815173455417
0.683,0.815561454555
0.684,0.815949138131
0.685,0.816336505758
0.686,0.816723557049
0.687,0.817110291616
0.688,0.817496709073
0.689,0.817882809033
0.69,0.818268591111
0.691,0.81865405492
0.692,0.819039200075
0.693,0.819424026191
0.694,0.819808532882
0.695,0.820192719766
0.696,0.820576586456
0.697,0.82096013257
0.698,0.821343357724
0.699,0.821726261535
0.7,0.822108843619
0.701,0.822491103594
0.702,0.822873041079
0.703,0.82325465569
0.704,0.823635947047
0.705,0.824016914768
0.706,0.824397558472
0.707,0.824777877778
0.708,0.825157872307
0.709,0.825537541678
0.71,0.825916885511
0.711,0.826295903427
0.712,0.826674595048
0.713,0.827052959994
0.714,0.827430997887
0.715,0.827808708349
0.716,0.828186091002
0.717,0.828563145469
0.718,0.828939871373
0.719,0.829316268338
0.72,0.829692335986
0.721,0.830068073942
0.722,0.830443481829
0.723,0.830818559273
0.724,0.831193305899
0.725,0.831567721332
0.726,0.831941805196
0.727,0.832315557119
0.728,0.832688976727
0.729,0.833062063645
0.73,0.833434817502
0.731,0.833807237924
0.732,0.834179324538
0.733,0.834551076973
0.734,0.834922494857
0.735,0.835293577819
0.736,0.835664325487
0.737,0.836034737491
0.738,0.83640481346
0.739,0.836774553024
0.74,0.837143955814
0.741,0.83751302146
0.742,0.837881749593
0.743,0.838250139844
0.744,0.838618191845
0.745,0.838985905228
0.746,0.839353279625
0.747,0.839720314669
0.748,0.840087009992
0.749,0.840453365229
0.75,0.840819380012
0.751,0.841185053975
0.752,0.841550386754
0.753,0.841915377983
0.754,0.842280027296
0.755,0.842644334329
0.756,0.843008298717
0.757,0.843371920098
0.758,0.843735198107
0.759,0.84409813238
0.76,0.844460722555
0.761,0.84482296827
0.762,0.845184869162
0.763,0.845546424868
0.764,0.845907635029
0.765,0.846268499282
0.766,0.846629017266
0.767,0.846989188621
0.768,0.847349012988
0.769,0.847708490005
0.77,0.848067619314
0.771,0.848426400555
0.772,0.84878483337
0.773,0.8491429174
0.774,0.849500652287
0.775,0.849858037673
0.776,0.850215073202
0.777,0.850571758515
0.778,0.850928093257
0.779,0.851284077071
0.78,0.8516397096
0.781,0.85199499049
0.782,0.852349919385
0.783,0.85270449593
0.784,0.853058719771
0.785,0.853412590553
0.786,0.853766107922
0.787,0.854119271525
0.788,0.854472081009
0.789,0.854824536021
0.79,0.855176636209
0.791,0.85552838122
0.792,0.855879770702
0.793,0.856230804305
0.794,0.856581481677
0.795,0.856931802468
0.796,0.857281766326
0.797,0.857631372903
0.798,0.857980621849
0.799,0.858329512814
0.8,0.85867804545
0.801,0.859026219407
0.802,0.859374034339
0.803,0.859721489896
0.804,0.860068585732
0.805,0.8604153215
0.806,0.860761696852
0.807,0.861107711442
0.808,0.861453364925
0.809,0.861798656954
0.81,0.862143587185
0.811,0.862488155272
0.812,0.862832360871
0.813,0.863176203638
0.814,0.863519683229
0.815,0.8638627993
0.816,0.864205551508
0.817,0.864547939511
0.818,0.864889962965
0.819,0.86523162153
0.82,0.865572914863
0.821,0.865913842624
0.822,0.86625440447
0.823,0.866594600062
0.824,0.86693442906
0.825,0.867273891123
0.826,0.867612985913
0.827,0.867951713089
0.828,0.868290072314
0.829,0.868628063248
0.83,0.868965685555
0.831,0.869302938896
0.832,0.869639822934
0.833,0.869976337332
0.834,0.870312481754
0.835,0.870648255864
0.836,0.870983659325
0.837,0.871318691803
0.838,0.871653352962
0.839,0.871987642467
0.84,0.872321559985
0.841,0.872655105182
0.842,0.872988277723
0.843,0.873321077277
0.844,0.873653503509
0.845,0.873985556087
0.846,0.874317234681
0.847,0.874648538957
0.848,0.874979468584
0.849,0.875310023232
0.85,0.87564020257
0.851,0.875970006268
0.852,0.876299433996
0.853,0.876628485424
0.854,0.876957160224
0.855,0.877285458067
0.856,0.877613378625
0.857,0.877940921569
0.858,0.878268086572
0.859,0.878594873307
0.86,0.878921281448
0.861,0.879247310667
0.862,0.879572960639
0.863,0.879898231037
0.864,0.880223121538
0.865,0.880547631816
0.866,0.880871761546
0.867,0.881195510404
0.868,0.881518878067
0.869,0.881841864211
0.87,0.882164468513
0.871,0.88248669065
0.872,0.882808530301
0.873,0.883129987144
0.874,0.883451060856
0.875,0.883771751118
0.876,0.884092057608
0.877,0.884411980006
0.878,0.884731517991
0.879,0.885050671246
0.88,0.885369439449
0.881,0.885687822284
0.882,0.88600581943
0.883,0.886323430571
0.884,0.886640655388
0.885,0.886957493565
0.886,0.887273944784
0.887,0.88759000873
0.888,0.887905685085
0.889,0.888220973535
0.89,0.888535873763
0.891,0.888850385456
0.892,0.889164508299
0.893,0.889478241977
0.894,0.889791586177
0.895,0.890104540585
0.896,0.890417104889
0.897,0.890729278776
0.898,0.891041061933
0.899,0.89135245405
0.9,0.891663454814
0.901,0.891974063914
0.902,0.892284281041
0.903,0.892594105883
0.904,0.892903538132
0.905,0.893212577476
0.906,0.893521223609
0.907,0.89382947622
0.908,0.894137335001
0.909,0.894444799645
0.91,0.894751869845
0.911,0.895058545293
0.912,0.895364825682
0.913,0.895670710706
0.914,0.89597620006
0.915,0.896281293437
0.916,0.896585990534
0.917,0.896890291044
0.918,0.897194194664
0.919,0.89749770109
0.92,0.897800810018
0.921,0.898103521146
0.922,0.89840583417
0.923,0.898707748788
0.924,0.899009264698
0.925,0.899310381599
0.926,0.89961109919
0.927,0.89991141717
0.928,0.900211335238
0.929,0.900510853096
0.93,0.900809970442
0.931,0.901108686978
0.932,0.901407002406
0.933,0.901704916427
0.934,0.902002428743
0.935,0.902299539056
0.936,0.90259624707
0.937,0.902892552488
0.938,0.903188455013
0.939,0.90348395435
0.94,0.903779050203
0.941,0.904073742276
0.942,0.904368030277
0.943,0.904661913909
0.944,0.904955392879
0.945,0.905248466894
0.946,0.90554113566
0.947,0.905833398886
0.948,0.906125256278
0.949,0.906416707545
0.95,0.906707752395
0.951,0.906998390537
0.952,0.907288621681
0.953,0.907578445537
0.954,0.907867861814
0.955,0.908156870223
0.956,0.908445470475
0.957,0.908733662282
0.958,0.909021445355
0.959,0.909308819407
0.96,0.90959578415
0.961,0.909882339298
0.962,0.910168484563
0.963,0.91045421966
0.964,0.910739544302
0.965,0.911024458205
0.966,0.911308961083
0.967,0.911593052653
0.968,0.911876732629
0.969,0.912160000729
0.97,0.912442856669
0.971,0.912725300166
0.972,0.913007330938
0.973,0.913288948703
0.974,0.913570153178
0.975,0.913850944084
0.976,0.914131321138
0.977,0.914411284061
0.978,0.914690832573
0.979,0.914969966395
0.98,0.915248685246
0.981,0.915526988849
0.982,0.915804876924
0.983,0.916082349195
0.984,0.916359405384
0.985,0.916636045213
0.986,0.916912268406
0.987,0.917188074687
0.988,0.91746346378
0.989,0.917738435409
0.99,0.9180129893
0.991,0.918287125178
0.992,0.918560842769
0.993,0.9188341418
0.994,0.919107021996
0.995,0.919379483085
0.996,0.919651524794
0.997,0.919923146853
0.998,0.920194348988
0.999,0.920465130928
1.0,0.920735492404
1.001,0.921005433144
1.002,0.921274952879
1.003,0.921544051339
1.004,0.921812728255
1.005,0.922080983358
1.006,0.92234881638
1.007,0.922616227053
1.008,0.922883215111
1.009,0.923149780285
1.01,0.923415922309
1.011,0.923681640917
1.012,0.923946935844
1.013,0.924211806824
1.014,0.924476253592
1.015,0.924740275884
1.016,0.925003873436
1.017,0.925267045984
1.018,0.925529793265
1.019,0.925792115016
1.02,0.926054010975
1.021,0.92631548088
1.022,0.926576524469
1.023,0.926837141482
1.024,0.927097331658
1.025,0.927357094737
1.026,0.927616430459
1.027,0.927875338564
1.028,0.928133818794
1.029,0.92839187089
1.03,0.928649494594
1.031,0.928906689649
1.032,0.929163455797
1.033,0.929419792782
1.034,0.929675700347
1.035,0.929931178237
1.036,0.930186226195
1.037,0.930440843967
1.038,0.930695031298
1.039,0.930948787934
1.04,0.931202113622
1.041,0.931455008107
1.042,0.931707471137
1.043,0.93195950246
1.044,0.932211101824
1.045,0.932462268976
1.046,0.932713003667
1.047,0.932963305644
1.048,0.933213174658
1.049,0.933462610459
1.05,0.933711612797
1.051,0.933960181424
1.052,0.93420831609
1.053,0.934456016549
1.054,0.934703282551
1.055,0.93495011385
1.056,0.935196510199
1.057,0.935442471351
1.058,0.935687997061
1.059,0.935933087083
1.06,0.936177741172
1.061,0.936421959084
1.062,0.936665740573
1.063,0.936909085397
1.064,0.937151993312
1.065,0.937394464074
1.066,0.937636497443
1.067,0.937878093174
1.068,0.938119251028
1.069,0.938359970763
1.07,0.938600252137
1.071,0.938840094912
1.072,0.939079498846
1.073,0.939318463701
1.074,0.939556989237
1.075,0.939795075217
1.076,0.940032721401
1.077,0.940269927553
1.078,0.940506693435
1.079,0.94074301881
1.08,0.940978903442
1.081,0.941214347096
1.082,0.941449349535
1.083,0.941683910525
1.084,0.941918029831
1.085,0.942151707218
1.086,0.942384942455
1.087,0.942617735306
1.088,0.94285008554
1.089,0.943081992923
1.09,0.943313457225
1.091,0.943544478213
1.092,0.943775055657
1.093,0.944005189325
1.094,0.944234878989
1.095,0.944464124418
1.096,0.944692925382
1.097,0.944921281654
1.098,0.945149193005
1.099,0.945376659206
1.1,0.945603680031
1.101,0.945830255252
1.102,0.946056384643
1.103,0.946282067977
1.104,0.94650730503
1.105,0.946732095575
1.106,0.946956439388
1.107,0.947180336245
1.108,0.947403785921
1.109,0.947626788194
1.11,0.94784934284
1.111,0.948071449637
1.112,0.948293108362
1.113,0.948514318794
1.114,0.948735080712
1.115,0.948955393895
1.116,0.949175258122
1.117,0.949394673175
1.118,0.949613638832
1.119,0.949832154876
1.12,0.950050221088
1.121,0.95026783725
1.122,0.950485003144
1.123,0.950701718553
1.124,0.95091798326
1.125,0.95113379705
1.126,0.951349159705
1.127,0.951564071012
1.128,0.951778530754
1.129,0.951992538718
1.13,0.952206094689
1.131,0.952419198455
1.132,0.952631849801
1.133,0.952844048515
1.134,0.953055794386
1.135,0.9532670872
1.136,0.953477926748
1.137,0.953688312818
1.138,0.953898245199
1.139,0.954107723682
1.14,0.954316748058
1.141,0.954525318117
1.142,0.95473343365
1.143,0.95494109445
1.144,0.95514830031
1.145,0.95535505102
1.146,0.955561346376
1.147,0.955767186171
1.148,0.955972570198
1.149,0.956177498253
1.15,0.95638197013
1.151,0.956585985626
1.152,0.956789544535
1.153,0.956992646655
1.154,0.957195291783
1.155,0.957397479715
1.156,0.957599210249
1.157,0.957800483185
1.158,0.95800129832
1.159,0.958201655454
1.16,0.958401554386
1.161,0.958600994917
1.162,0.958799976846
1.163,0.958998499976
1.164,0.959196564107
1.165,0.959394169042
1.166,0.959591314583
1.167,0.959788000532
1.168,0.959984226694
1.169,0.960179992871
1.17,0.960375298868
1.171,0.96057014449
1.172,0.960764529542
1.173,0.960958453829
1.174,0.961151917158
1.175,0.961344919336
1.176,0.961537460168
1.177,0.961729539463
1.178,0.961921157028
1.179,0.962112312672
1.18,0.962303006204
1.181,0.962493237433
1.182,0.962683006169
1.183,0.962872312222
1.184,0.963061155402
1.185,0.963249535521
1.186,0.963437452391
1.187,0.963624905824
1.188,0.963811895631
1.189,0.963998421627
1.19,0.964184483625
1.191,0.964370081438
1.192,0.96455521488
1.193,0.964739883768
1.194,0.964924087916
1.195,0.96510782714
1.196,0.965291101256
1.197,0.965473910081
1.198,0.965656253432
1.199,0.965838131127
1.2,0.966019542984
1.201,0.966200488821
1.202,0.966380968458
1.203,0.966560981714
1.204,0.966740528409
1.205,0.966919608363
1.206,0.967098221398
1.207,0.967276367335
1.208,0.967454045995
1.209,0.967631257202
1.21,0.967808000777
1.211,0.967984276544
1.212,0.968160084327
1.213,0.96833542395
1.214,0.968510295237
1.215,0.968684698015
1.216,0.968858632107
1.217,0.969032097341
1.218,0.969205093543
1.219,0.96937762054
1.22,0.96954967816
1.221,0.969721266229
1.222,0.969892384578
1.223,0.970063033034
1.224,0.970233211427
1.225,0.970402919587
1.226,0.970572157344
1.227,0.970740924529
1.228,0.970909220973
1.229,0.971077046508
1.23,0.971244400966
1.231,0.971411284179
1.232,0.971577695982
1.233,0.971743636206
1.234,0.971909104687
1.235,0.972074101259
1.236,0.972238625757
1.237,0.972402678016
1.238,0.972566257873
1.239,0.972729365164
1.24,0.972891999725
1.241,0.973054161394
1.242,0.973215850009
1.243,0.973377065408
1.244,0.97353780743
1.245,0.973698075915
1.246,0.973857870701
1.247,0.97401719163
1.248,0.974176038541
1.249,0.974334411277
1.25,0.974492309678
1.251,0.974649733587
1.252,0.974806682846
1.253,0.974963157298
1.254,0.975119156787
1.255,0.975274681158
1.256,0.975429730253
1.257,0.975584303919
1.258,0.975738402001
1.259,0.975892024344
1.26,0.976045170795
1.261,0.976197841201
1.262,0.97635003541
1.263,0.976501753268
1.264,0.976652994625
1.265,0.976803759328
1.266,0.976954047228
1.267,0.977103858174
1.268,0.977253192016
1.269,0.977402048605
1.27,0.977550427792
